def,use
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search22/model.addAttribute[language=JAVA]//query[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/div/a/href[language=HTML]//${query}[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showCategory/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/category.html[language=FILE]//html/body/div/id[language=HTML]//${random}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/ColVis/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/documentation/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/ckeditor/samples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/FixedHeader/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-sso/src/main/resources/templates/success.html[language=FILE],def://xbin-store-web-sso/src/main/java/cn/binux/sso/controller/UserController.java[language=FILE]//UserController/showSuccess/return[language=JAVA]//success[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/templates/editItem.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showEidtItem/return[language=JAVA]//editItem[language=ANY]
def://xbin-store-web-portal/src/main/resources/templates/error/index.html[language=FILE],def://xbin-store-web-portal/src/main/java/cn/binux/portal/controller/IndexController.java[language=FILE]//IndexController/index2/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Responsive/examples/child-rows/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/templates/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Responsive/examples/styling/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/ckeditor/samples/old/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/KeyTable/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/templates/editlogo.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showLogo/return[language=JAVA]//editlogo[language=ANY]
def://xbin-store-web-sso/src/main/resources/templates/login.html[language=FILE],def://xbin-store-web-sso/src/main/java/cn/binux/sso/controller/UserController.java[language=FILE]//UserController/showLogin/return[language=JAVA]//login[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/ColReorder/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/model.addAttribute[language=JAVA]//query[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/head/title/${query}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/pages/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/model.addAttribute[language=JAVA]//query[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/form/input/value[language=HTML]//${query}[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/model.addAttribute[language=JAVA]//query[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/div/a/href[language=HTML]//${query}[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showAddItem/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/addItem.html[language=FILE]//html/body/section/div/div/form/div/div/textarea/th:attrappend[language=HTML]//${random}[language=ANY]
def://xbin-store-web-admin/src/main/resources/templates/addItem.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showAddItem/return[language=JAVA]//addItem[language=ANY]
def://xbin-store-web-sso/src/main/java/cn/binux/sso/controller/UserController.java[language=FILE]//UserController/showRegister/model.addAttribute[language=JAVA]//uid[language=ANY],use://xbin-store-web-sso/src/main/resources/templates/register.html[language=FILE]//html/body/div/div/div/form/input/value[language=HTML]//${uid}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/include/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/documentation/build/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showAddItem/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/addItem.html[language=FILE]//html/body/section/div/div/div/th:attrappend[language=HTML]//${random}[language=ANY]
def://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE],def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/return[language=JAVA]//search[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showTwoCategory/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/twoCategory.html[language=FILE]//html/body/div/button/onclick[language=HTML]//${random}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/documentation/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/ckeditor/samples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/FixedHeader/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/ColVis/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-portal/src/main/resources/templates/index.html[language=FILE],def://xbin-store-web-portal/src/main/java/cn/binux/portal/controller/IndexController.java[language=FILE]//IndexController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search22/model.addAttribute[language=JAVA]//totalPages[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/div/div/div/span/i/${totalPages}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/FixedColumns/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Responsive/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-cart/src/main/resources/templates/error.html[language=FILE],def://xbin-store-web-cart/src/main/java/cn/binux/cart/controller/CartController.java[language=FILE]//CartController/showError/return[language=JAVA]//error[language=ANY]
def://xbin-store-web-cart/src/main/resources/templates/cart.html[language=FILE],def://xbin-store-web-cart/src/main/java/cn/binux/cart/controller/CartController.java[language=FILE]//CartController/showCart/return[language=JAVA]//cart[language=ANY]
def://xbin-store-web-order/src/main/resources/templates/order.html[language=FILE],def://xbin-store-web-order/src/main/java/cn/binux/order/controller/OrderController.java[language=FILE]//OrderController/showOrder/return[language=JAVA]//order[language=ANY]
def://xbin-store-web-admin/src/main/resources/templates/category.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showCategory/return[language=JAVA]//category[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showAddItem/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/addItem.html[language=FILE]//html/body/section/div/div/form/th:attrappend[language=HTML]//${random}[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showTwoCategory/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/twoCategory.html[language=FILE]//html/body/section/div/div/div/div/table/id[language=HTML]//${random}[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/model.addAttribute[language=JAVA]//totalPages[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/div/div/div/span/i/${totalPages}[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/model.addAttribute[language=JAVA]//page[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/div/div/div/span/b/${page}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Responsive/examples/initialisation/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/model.addAttribute[language=JAVA]//query[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/strong/${query}[language=ANY]
def://xbin-store-web-cart/src/main/java/cn/binux/cart/controller/CartController.java[language=FILE]//CartController/showCart/model.addAttribute[language=JAVA]//totalPrice[language=ANY],use://xbin-store-web-cart/src/main/resources/templates/cart.html[language=FILE]//html/body/div/div/div/div/div/div/div/div/div/div/div/div/span/em/value[language=HTML]//${totalPrice}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/TableTools/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-order/src/main/resources/templates/success.html[language=FILE],def://xbin-store-web-order/src/main/java/cn/binux/order/controller/OrderController.java[language=FILE]//OrderController/showSuccess/return[language=JAVA]//success[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showTwoCategory/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/twoCategory.html[language=FILE]//html/body/div/id[language=HTML]//${random}[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showCategory/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/category.html[language=FILE]//html/body/div/button/onclick[language=HTML]//${random}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Scroller/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Responsive/examples/display-control/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showEidtItem/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/editItem.html[language=FILE]//html/body/div/div/div/div/div/div/input/id[language=HTML]//${random}[language=ANY]
def://xbin-store-web-portal/src/main/resources/templates/popupLogin.html[language=FILE],def://xbin-store-web-portal/src/main/java/cn/binux/portal/controller/IndexController.java[language=FILE]//IndexController/popupLogin/return[language=JAVA]//popupLogin[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search/model.addAttribute[language=JAVA]//totalPages[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/div/div/div/span/em/b/${totalPages}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/pages/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showAddItem/model.addAttribute[language=JAVA]//random[language=ANY],use://xbin-store-web-admin/src/main/resources/templates/addItem.html[language=FILE]//html/body/section/div/div/form/div/div/div/input/th:attrappend[language=HTML]//${random}[language=ANY]
def://xbin-store-web-portal/src/main/resources/templates/index.html[language=FILE],def://xbin-store-web-portal/src/main/java/cn/binux/portal/controller/IndexController.java[language=FILE]//IndexController/index2/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-sso/src/main/java/cn/binux/sso/controller/UserController.java[language=FILE]//UserController/showRegister/model.addAttribute[language=JAVA]//uid[language=ANY],use://xbin-store-web-sso/src/main/resources/templates/register.html[language=FILE]//html/body/div/div/div/form/div/img/onclick[language=HTML]//${uid}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/include/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/documentation/build/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-cart/src/main/resources/templates/success.html[language=FILE],def://xbin-store-web-cart/src/main/java/cn/binux/cart/controller/CartController.java[language=FILE]//CartController/addCart/return[language=JAVA]//success[language=ANY]
def://xbin-store-web-order/src/main/resources/templates/success.html[language=FILE],def://xbin-store-web-order/src/main/java/cn/binux/order/controller/OrderController.java[language=FILE]//OrderController/getPay/return[language=JAVA]//success[language=ANY]
def://xbin-store-web-admin/src/main/resources/templates/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Responsive/examples/child-rows/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/ckeditor/samples/old/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/KeyTable/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/AdminController.java[language=FILE]//AdminController/showIndex/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/Responsive/examples/styling/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search22/model.addAttribute[language=JAVA]//query[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/strong/${query}[language=ANY]
def://xbin-store-web-sso/src/main/java/cn/binux/sso/controller/UserController.java[language=FILE]//UserController/showLogin/model.addAttribute[language=JAVA]//returnUrl[language=ANY],use://xbin-store-web-sso/src/main/resources/templates/login.html[language=FILE]//html/body/div/div/div/div/div/div/div/form/input/value[language=HTML]//${returnUrl}[language=ANY]
def://xbin-store-web-search/src/main/java/cn/binux/search/controller/SearchController.java[language=FILE]//SearchController/search22/model.addAttribute[language=JAVA]//totalPages[language=ANY],use://xbin-store-web-search/src/main/resources/templates/search.html[language=FILE]//html/body/div/div/div/div/div/div/div/div/span/em/b/${totalPages}[language=ANY]
def://xbin-store-web-admin/src/main/resources/static/plugins/datatables/extensions/ColReorder/examples/index.html[language=FILE],def://xbin-store-web-admin/src/main/java/cn/binux/admin/controller/HelloController.java[language=FILE]//HelloController/index/return[language=JAVA]//index[language=ANY]
def://xbin-store-web-order/src/main/java/cn/binux/order/controller/OrderController.java[language=FILE]//OrderController/showOrder/model.addAttribute[language=JAVA]//orderId[language=ANY],use://xbin-store-web-order/src/main/resources/templates/order.html[language=FILE]//html/body/div/div/form/input/value[language=HTML]//${orderId}[language=ANY]
